m,A,split1,still1,split2,still2,split3,still3
11,381,40.04045169044798,25.897864510645203,15.190311308437657,14.744859114551376,26.738712061624252,20.97149473818781
11,391,39.74780501934341,28.331483426027354,14.029995747551272,13.76106218678659,25.926824887541873,20.587817042812954
11,401,39.28991168684243,28.028434273121196,12.9862610678665,13.777147915935775,26.424709077988695,20.055532265426613
11,411,39.62212433579495,29.169687756879004,13.756586854928408,14.060290091087072,26.709320693078652,22.032357281015173
11,421,39.88588587768868,27.29408717997595,14.374901821764032,13.347777207488315,24.891157165985863,21.331315132292776
11,431,40.080240513100904,25.46941752436306,15.366110400296959,14.832874961196671,26.709448967237996,21.100114604326052
11,441,39.692848841630386,28.70823241499933,13.890342801959935,13.89607491028412,26.265267622286753,20.33004303914279
11,451,39.04291102675492,29.296781429395214,12.40391938372218,13.048653438476151,25.86378212404583,21.705138997506005
11,461,39.374909310773795,30.631505336983274,13.324228305861293,14.499169782233837,27.943102033492707,21.5889631145367
11,471,39.6551934885003,28.95634946680082,13.805372645240096,13.983802880790542,26.493718832177056,20.161099969956588
11,481,39.882973048992476,27.31730874267486,14.348277682155672,13.354063745903607,24.895128621744043,21.31176465222264
11,491,40.05761677734754,25.71722632323902,15.082466909161187,13.980978997523449,25.958712830073434,20.76852294257868
21,1,20.407644152104687,71.80496947465915,73.21094112645437,19.9210799292083,48.39876595436999,46.28764067425744
21,11,32.661592881999375,24.334792373752133,10.2591314208706,22.783093474208297,28.361925844038225,9.668128009513003
21,21,32.170332719680474,22.778700437373097,8.938925433319152,16.644719913155633,16.05707740689906,8.162985523618307
21,31,31.998060110362825,22.75597462704051,8.492868237461666,15.098471944225922,14.260390192819134,8.135743445439164
21,41,31.923597691672896,22.80058243189731,8.436140966244679,14.494149598029365,13.686920670865899,8.199368366285873
21,51,31.964661473807897,22.506735958058265,8.368172180313085,14.352806113466219,14.819684906492123,8.297643751638436
21,61,31.982301041614154,22.363799867963703,8.428356123513403,14.16873068147561,14.672041802370295,8.41681402353847
21,71,31.803295224294143,23.06429627064229,8.323512870792436,14.074106492983878,14.578061949121043,8.43157106952099
21,81,32.13185877673068,21.651995765732206,8.476541509220887,14.155181542129617,14.66401426130719,8.610848982882784
21,91,31.859609863894462,22.787993925570397,8.182696293931963,14.27728739022059,14.755678648959172,8.537369698347419
21,101,32.19549528035125,21.337536877274637,8.569342476896525,14.049107721237423,14.606530187683722,8.751961342360213
21,111,32.177021622120236,21.408337490370936,8.490122520170313,14.134158281276543,14.680304258977328,8.769361270329581
21,121,31.799076597150126,23.006994435349352,8.308392300344163,13.997667135168356,14.520151452877517,8.76009050311911
