T,still,split
0.6900000000000001,82.35872323827937,16.211751372880933
0.7000000000000001,81.63331597944929,16.921824253823097
0.71,81.05526177230416,17.880076744988536
0.72,80.0081983456646,18.602897241644992
0.73,79.20240843514298,19.524866677358634
0.74,78.44579976149852,20.266509974153863
0.75,77.36211642098479,21.23468216754588
0.76,76.67976836099513,22.213050895808692
0.77,75.58385908067562,23.044194335854286
0.78,74.5840592770414,24.155216678228257
0.79,73.70834853160694,25.153319177689248
0.8,72.53509956775495,26.084565110269626
0.81,71.4646757966079,27.262818454910175
0.8200000000000001,70.35609296871614,28.446877532725885
0.8300000000000001,69.09885992748478,29.571609855477753
0.84,68.18567734690907,30.641266951886838
0.85,66.81485155114302,31.93425093659423
0.86,65.490343232118,33.022157763260815
0.87,64.22651925687187,34.45588956047288
0.88,62.79570462470403,35.66821987633792
0.89,61.65428602422477,36.95730214791516
0.9,60.281828456722664,38.25196975354703
0.91,58.92261021234675,39.5046293201904
0.92,57.36866549798779,41.082870331046394
0.93,55.95312183278964,42.42803653986121
0.9400000000000001,54.67064622968213,43.67681473601344
0.9500000000000001,53.26862333957465,45.10802035717326
0.96,51.677079058595965,46.51789130883152
0.97,49.97855812618996,48.31728824506685
0.98,48.612989488442444,49.570992688995965
0.99,47.240325420450006,51.129879944534075
1.0,45.66256959117128,52.82130073316059
1.01,44.1649427463481,54.1245091980339
1.02,42.39015951753806,55.87143407163787
1.03,41.1501463016781,57.31917047903294
1.04,39.524285028246574,58.17465504891396
1.05,37.97520653511313,60.0759088847612
1.06,36.44001493535736,61.49190479956529
1.07,34.500453480963614,62.79073390152436
1.08,33.045044716942016,64.78980750041895
1.09,31.644200500758746,65.87166971757735
1.1,29.755802719084684,67.36046987919327
1.11,28.408841365742465,69.36733514913651
1.12,26.544205334693633,70.73921109634988
1.1300000000000001,25.00676638028948,72.2015886823383
1.1400000000000001,23.91754730778113,73.93665864007055
1.1500000000000001,22.00798556088165,74.99115425156616
1.16,20.741389127307944,77.09419199143787
1.17,19.383819042923882,78.11358009592006
1.18,17.73667962056526,79.53749473723963
1.19,16.55736956610781,81.03794100437564
1.2,14.982040265171149,82.28442805520099
1.21,13.797482157992308,83.77700596567588
1.22,12.487438245192108,84.78505615975949
1.23,11.158040067235854,85.8831483790713
1.24,10.070890911526792,87.33806157089026
1.25,8.606846559961113,88.33431143508561
1.26,7.903315915400981,88.99079351320776
1.27,6.563879948845443,90.1748304577667
1.28,5.801795410881875,91.12709718986763
1.29,4.959617466572597,92.00173813800824
1.3,4.072585997781462,92.54065351225778
1.31,3.702923125303867,93.18545639764389
1.32,2.609276686958707,93.92289738102954
1.33,2.5980200453840374,94.46020290846413
1.34,1.7632127442558512,94.74902078635414
1.35,1.7487833262366574,95.10985394320522
1.36,1.4410549536336041,95.55631329811989
1.37,1.079984985052938,95.25771409502221
1.3800000000000001,1.4387629288687145,95.96556827264223
1.3900000000000001,0.9463536187294239,95.33752035549772
1.4000000000000001,1.671374474185602,95.16257684053447
1.41,1.5571621770527315,95.59583098292408
1.42,1.9748484155355472,93.83113092684368
1.43,2.024103649795044,94.73613716557448
1.44,2.644993562086282,93.42850399320447
1.45,3.9811897992182272,92.7562029536468
1.46,4.257728240381432,93.53566913829407
1.47,5.236686922747505,90.59462449058358
1.48,5.921430271108474,90.8624597313445
1.49,6.779956663983476,88.98626066462482
1.5,7.836791471213059,87.30400594198915
1.51,9.261940490174487,87.9963439381884
1.52,10.484796334035874,85.60911790733101
1.53,12.317808419576767,84.85904670585765
1.54,13.368696299284831,83.48353169201569
1.55,15.187049412375774,80.73553855165018
1.56,17.056640196595954,79.98041785878107
1.57,18.70778277495106,77.38040499819427
1.58,20.89425851410573,75.33198045661861
1.59,22.643205927659437,73.8709034473726
1.6,24.937710122411314,71.04991307727832
1.61,27.285149016106814,69.66755305483916
1.62,29.84508944168125,66.88679454090052
1.6300000000000001,31.92268452159611,64.026355603015
1.6400000000000001,34.506977364476334,61.54197988469048
1.6500000000000001,37.242230630374436,58.54743291545383
1.6600000000000001,39.6011466733905,56.431886490776925
1.67,42.60461794125879,53.611042206889294
1.68,44.69717342291726,51.25319508712774
1.69,47.279280462819976,48.544619636358796
1.7,50.04049805908579,45.505127487409865
1.71,52.20376407247939,43.182043280324066
1.72,55.43273362785407,40.000011766616986
1.73,57.32497527204331,38.010939019439135
1.74,60.47977996214119,34.838804503258395
1.75,62.57091654460054,32.42146353545128
1.76,65.1169284887312,29.839784168725537
1.77,67.85825505707251,27.087443252043634
1.78,69.9284778174978,24.842261349657484
1.79,72.83903951470565,22.143583773430787
1.8,74.73771017659358,20.011862088249295
1.81,77.08330295467773,17.719043266940567
1.82,79.32541112763771,15.391479894744295
1.83,81.15902604256893,13.72340791174118
1.84,83.50692857624965,11.465872515902534
1.85,85.00525874070554,9.973804488721985
1.86,87.04937627054686,8.238257939507
1.87,88.1744866221303,6.834570842126725
1.8800000000000001,90.06995604883672,5.444487682017566
1.8900000000000001,91.30038389662488,4.226590641993542
1.9000000000000001,92.24244782068428,3.4827969015052958
1.9100000000000001,93.77588156340593,2.6210683147526948
1.92,93.65997825840718,2.02762287527344
1.93,94.8737840246516,1.8248497217525945
1.94,94.86659202795784,1.4854111679691326
1.95,95.19230760281587,1.043168590526838
1.96,95.69614301437835,1.305418078816703
1.97,94.6553744451671,1.1743884807665492
1.98,94.98701398882484,0.8934431836433424
1.99,93.91623728559232,1.1853430278660784
2.0,93.56151239203867,2.21656537043272
2.0100000000000002,92.79795513542011,2.2683233912973417
2.02,90.94698647193592,2.7291404458551223
2.0300000000000002,89.98085074801418,3.031485118404969
2.04,88.0738404683283,4.131350979788537
2.05,86.61431154292255,4.630235997716379
2.06,84.59759150993114,5.330097445481817
2.07,81.56572371713663,6.013514284506158
2.08,79.44639186191131,6.5235900187549225
2.09,76.02631827006124,7.163868483023483
2.1,73.58426522794517,7.482292507303115
2.11,70.16870429383664,8.418095643857425
2.12,66.65497234439964,8.914405413957835
2.13,63.32453646303007,9.628768131199122
2.14,58.767584016344045,10.279070370149965
2.15,55.48302256335768,11.069079647364603
2.16,50.41376770763443,9.228176704844774
2.17,46.78954830049257,9.426143115955957
2.18,43.06172124630248,10.055915447824743
2.19,38.61036939874734,12.746780325572923
2.2,36.60656633906239,13.709754786270423
2.21,30.648566334727146,13.72170703627823
2.22,28.07884569213734,13.467023193700722
2.23,23.324441798480837,13.487423216645752
2.24,21.043836521107874,13.286948266462705
2.25,18.75359042940937,14.424395757041106
2.2600000000000002,15.852852462961394,14.090053214618905
2.27,15.129980756564251,13.033752518208283
2.2800000000000002,12.608895312857648,13.394173701287313
2.29,11.097709339173935,12.250857726642222
2.3000000000000003,11.251949247600015,12.649649824431474
2.31,10.033279211788381,13.666749738948036
2.32,10.163367773885238,14.51938138846014
2.33,11.015022960199884,13.14338224343478
2.34,9.656930594497833,14.53820630414932
2.35,11.407497054961873,13.83188017062619
2.36,9.81544258554953,15.25313743538565
2.37,10.885058528793355,15.8346495019777
2.38,10.751489404925355,15.233551863963188
2.39,11.312001313485748,15.05680811773128
2.4,12.789240490747849,14.059328014950188
2.41,10.035559883605014,15.564786301084188
2.42,11.80495291186213,14.985906485200237
2.43,10.672932950845624,16.530484859757927
2.44,11.727162578896538,17.643824171993224
2.45,11.702088048130147,16.74991953477679
2.46,10.748308448306924,18.572960339691313
2.47,11.46257792299959,20.962010378411584
2.48,10.650413169111388,24.649079387173916
2.49,10.100620192207181,24.780277548076672
2.5,8.942282189894275,26.35526544428357
2.5100000000000002,8.58465204033228,27.68485728414908
2.52,8.733901531585834,28.953737530009764
2.5300000000000002,8.450396934443177,33.566328226030365
2.54,9.148681954092746,33.0257283310355
2.5500000000000003,8.614228878975016,33.69046055325954
2.56,8.451709497326409,33.880045062252925
2.57,8.87363256293828,34.87633817838255
2.58,9.229717623522452,38.65830137573065
2.59,10.216168305630877,38.1021107985245
2.6,9.126333919454192,38.917130029488206
2.61,10.737117780734502,37.82351636075834
2.62,9.233873925342472,38.24792462055577
2.63,10.542422733542884,39.88848353124073
2.64,10.381115830436624,40.24457193628431
2.65,11.011761059863968,40.49725787984363
2.66,12.5286425097347,40.009976652278084
2.67,10.75115497238012,40.13477799942396
2.68,11.781350008243788,34.86021193275979
2.69,12.157760890482317,33.52874922233327
2.7,14.050079356388775,32.070383019040214
2.71,16.270144657781234,32.11961579460208
2.72,16.311605892723584,36.6913130827763
2.73,16.171299794953427,35.580030686840416
2.74,18.01749325922574,34.46423682500345
2.75,20.138444958650307,32.484532042927064
2.7600000000000002,21.988189453957972,32.05255103740664
2.77,22.41859694362071,32.132919131392335
2.7800000000000002,23.48752099058306,31.654802715166568
2.79,24.528319269809888,28.034417983682513
2.8000000000000003,26.501246605130866,29.675537903624434
2.81,27.445271094293123,29.37348339877423
2.82,28.5374310598523,29.236358055184997
2.83,29.83329181294463,29.347586952568182
2.84,30.830527567062276,28.96431202778035
2.85,32.13206934039855,28.351319474375668
2.86,34.030346118299086,27.762455949100367
2.87,35.716568410359606,27.553699429953717
2.88,36.75148201766822,27.510007011001164
2.89,38.17107361063713,27.057118901099226
2.9,39.76027812529811,26.991870230688498
2.91,41.59104192125466,26.828768693842708
2.92,42.52438606882249,26.171162529202224
2.93,44.35715963927066,26.136886609748284
2.94,46.05683433139917,25.535329807975504
2.95,47.835679069300554,25.456570242808517
2.96,49.60869986376303,24.68733264205614
2.97,51.13389399144918,24.109267394447752
2.98,53.310985702369564,23.565789068556015
2.99,54.74241312508532,22.636978899086174
3.0,56.85971357916624,21.919363352726847
3.0100000000000002,57.811549905897245,21.86455486422289
3.02,59.36916726331497,21.135907810707202
3.0300000000000002,61.230774712648774,20.327048882138644
3.04,62.118917944514415,19.1461397049603
3.0500000000000003,63.9808520049715,18.5045037780317
3.06,65.13518889160508,17.64172882365199
3.0700000000000003,65.64935974377308,16.96716338953563
3.08,66.4031695285229,16.680162025290763
3.09,66.49389078634196,16.36974633609821
3.1,66.43194321272023,16.23403189102577
3.11,65.59712000114666,16.307823271909445
3.12,65.14885714947305,16.856483342422475
3.13,64.32012633527134,17.646338598674287
3.14,62.44392282564489,18.441904934763176
3.15,60.74178682928187,19.0397107755525
3.16,58.95097650750778,19.982735432325573
3.17,57.38829275674029,20.81502485566638
3.18,55.30753348674289,21.535243973060535
3.19,54.13105232151489,21.58126926791977
3.2,52.106654089451965,22.599871222879315
3.21,50.190022506020135,22.959341814798307
3.22,47.92518750936102,23.72603773929549
3.23,46.19858162633722,24.398930611324595
3.24,43.895706833041395,25.28009271670203
3.25,42.030072073291834,25.686810119843994
3.2600000000000002,39.92869313970463,26.232426014587084
3.27,38.297952597766056,26.81518012869223
3.2800000000000002,36.17607414599748,27.340963949333247
3.29,34.84803016741703,27.63613848688813
3.3000000000000003,32.39929875298422,28.102134440618425
3.31,31.244275619977934,28.63853533959981
3.3200000000000003,28.781110924103427,30.031593287633473
3.33,27.48315636017852,30.419757594243084
3.34,25.25595213626484,30.534539211887175
3.35,23.86742668014164,31.900735258886737
3.36,22.400507302627997,32.43427625312914
3.37,21.143910853778554,32.17543864583131
3.38,20.261250946398725,32.344672583208634
3.39,19.32381709148557,32.40204296398241
3.4,18.367595143693137,31.590271781001494
3.41,21.36433536939874,32.49104277372218
3.42,20.898476569488693,32.05780888294114
3.43,21.007312084664317,30.361929863212367
3.44,21.49814478682421,31.775493801558273
3.45,21.69105712396587,31.870481637493786
3.46,20.846631981060543,31.976240700961146
3.47,20.40470279605482,31.3015921911017
3.48,20.645139791132554,29.675375883779743
3.49,21.140015373640644,29.38141140602842
3.5,20.829081225943764,29.871079052844152
3.5100000000000002,19.518009545527597,29.599140588896223
3.52,19.73052587468783,28.666906244426336
3.5300000000000002,20.28863589747431,28.529474080924977
3.54,21.4904659074562,32.09450315832497
3.5500000000000003,20.231872291350246,33.41328000991612
3.56,18.771844967596643,32.24686936139361
3.5700000000000003,19.964779050256215,30.19198043356244
3.58,17.93987106315907,26.586127616463664
3.59,22.281227612019187,31.62309856083525
3.6,18.41236872363211,27.76670650916217
3.61,19.729919640885576,24.84856913680826
3.62,18.845991162434938,31.16784403740766
3.63,17.696130032907917,33.14347422210652
3.64,21.268799144821696,31.08773104229351
3.65,17.374157684691934,35.74398428467154
3.66,20.254976335869472,32.50916575035937
3.67,16.83203963151173,34.812119995127944
3.68,18.234670160374538,33.35686255030429
3.69,17.44293892211679,32.71608672653254
3.7,17.935351982225935,33.000575853296446
3.71,19.668959732878243,32.65941487175701
3.72,18.896871891629317,20.230392543592107
3.73,20.276264612213268,32.69617142252301
3.74,20.432978231588017,18.608918863180445
3.75,19.72665376521233,17.276933005109154
3.7600000000000002,20.729860842549517,15.655365987136049
3.77,20.02498798668079,16.979173481361038
3.7800000000000002,21.695708700072597,31.457332501130896
3.79,22.564014397783502,31.524069697556197
3.8000000000000003,21.601682811501718,30.432211072770247
3.81,23.769652884016956,29.264251786129698
3.8200000000000003,21.438048620791637,28.867435574957074
3.83,24.52295810338912,27.939118021025124
3.84,24.318020713529936,29.142534876190336
3.85,17.92350453058168,27.863208950095736
3.86,26.565760945945833,27.33640166728285
3.87,16.82372622992412,26.377029593157364
3.88,27.523884863328085,25.07873349743146
3.89,25.991175279732232,25.551927311633438
3.9,28.176752811888633,24.351854607718295
3.91,28.93023995411238,24.94450052384912
3.92,28.4738413482967,23.824098752497846
3.93,30.522342650938178,23.574328733944103
3.94,29.05800048916237,22.63198467082102
3.95,30.97416274758248,18.21484683666241
3.96,29.417241943367838,18.033356006223855
3.97,32.037052124180946,21.457849868742727
3.98,31.681251856820403,22.35171857416366
3.99,32.63533001680875,20.711527876065105
4.0,31.751811829183808,22.1480696008062
4.01,32.30894060482869,20.710128754035807
4.0200000000000005,32.68448329678474,21.21112769913219
4.03,32.10072585139211,20.727714158402023
4.04,32.79340206502279,19.734195712529647
4.05,32.12327462167778,21.34873477367288
4.0600000000000005,32.44993088966556,19.861178160244698
4.07,32.1842134064972,20.981197318586826
4.08,32.14084580993675,20.16556205158716
4.09,31.86992031059988,20.347431601943136
4.1,31.848612459599014,20.707166993808933
4.11,31.125586551418174,19.97427253892535
4.12,30.369856869779703,20.375495238361488
4.13,28.533616317982542,19.802031186889597
4.14,29.32490260113051,19.559580997907965
4.15,28.565155422676096,19.983809535133
4.16,31.043760786797776,21.095775438794313
4.17,28.225886598375105,20.752253487548263
4.18,25.873052061661987,21.048415612165115
4.19,19.085881796433014,20.89404046848477
4.2,26.161475546469475,21.526792308519727
4.21,19.067787191113904,22.7921827886611
4.22,24.579627192124608,21.39953159678173
4.23,23.009544095648202,22.036555820531234
4.24,26.35612679617297,21.65427167883481
4.25,24.58967001428871,15.556541217368276
4.26,22.173062233973027,23.08894534921011
4.2700000000000005,22.04683788302043,14.12914298962708
4.28,22.31167051613763,15.480598886245387
4.29,21.592687852674594,25.023772080166186
4.3,20.782579038471088,26.73623534423451
4.3100000000000005,19.48625610369827,24.555655871486373
4.32,19.12203909796275,27.67675470289352
4.33,19.349873952378697,27.69401249830601
4.34,17.92853123648629,27.46968052526238
4.3500000000000005,17.79510112470026,28.122195391276005
4.36,16.730072617416386,27.30723438446507
4.37,16.70620489178227,28.863960410391865
4.38,15.900005275420662,28.322707503147775
4.39,16.032979660783507,28.852660679598575
4.4,15.963125159753208,29.117813937233056
4.41,15.17594694291776,28.410778693300788
4.42,15.722248136287984,29.841455653931714
4.43,14.470812195276828,20.4673192751975
4.44,15.450931445210353,30.887568581977526
4.45,15.596455748894478,19.991875288195963
4.46,13.544138251369217,29.652929411892
4.47,16.22196835295974,29.93378808375111
4.48,14.824794686043088,28.539253502454404
4.49,17.00577949828279,30.337212670837175
4.5,16.35367638679563,28.46274892941812
4.51,17.327944422427162,29.456897498199634
4.5200000000000005,15.831515232440541,27.46797511224603
4.53,15.62801811090452,13.982370696030536
4.54,16.71618027959386,14.04336346855111
4.55,18.12551264366497,12.12417090870556
4.5600000000000005,20.027909039267133,26.21038880892361
4.57,21.537673957566554,13.171393861780706
4.58,22.380619585585947,25.870647293513183
4.59,23.328269828997776,24.37509872284107
4.6000000000000005,19.17520673740965,22.965465573818562
4.61,22.621644539960844,21.90414934557512
4.62,23.72090745285229,18.391389705177897
4.63,24.885619583933313,23.147398557002276
4.64,26.07039375022232,20.174267561628017
4.65,24.506032631831783,21.89299945418109
4.66,26.091911027307503,18.381269476925063
4.67,26.447522648121353,16.99666119107976
4.68,26.70647693728559,16.343611299592904
4.69,28.282225922049868,15.556983443043586
4.7,26.84495124500041,20.63929157570061
4.71,29.27545528043484,15.499679377161932
4.72,28.514290707958818,17.615056443824013
4.73,29.505283677214074,15.810017878712602
4.74,29.544113702881248,14.733197581964989
4.75,29.466685585481894,16.818652978736846
4.76,29.42256303588734,13.82048693037785
4.7700000000000005,29.323219599496586,16.86878702083382
4.78,28.204142746308356,12.261143158192688
4.79,27.327579362510328,16.71830985565298
4.8,27.517293031259126,14.323984780694376
4.8100000000000005,25.80246098415593,15.241148047443506
4.82,25.904145938388147,18.75925713054102
4.83,24.75950719460096,17.470170307923976
4.84,25.391581084619357,19.368492312672604
4.8500000000000005,12.88413875511524,19.290815588603483
4.86,23.692850115978096,19.743586725717478
4.87,23.76443925028877,20.789695176301347
4.88,22.48488910542806,20.537262444344943
4.89,22.679699938379468,21.2933270411181
4.9,21.793326105869138,20.906397462304426
4.91,21.39556310298326,21.893439843465334
4.92,20.824476119990003,22.12255311168448
4.93,19.781920894555995,22.219796814433103
4.94,19.866486631240306,22.952764099212995
4.95,19.261471537900583,22.569302248417458
4.96,18.88298351624011,24.25695110026042
4.97,17.654430673928488,10.97078459278666
4.98,4.31251739271924,11.654834937356013
4.99,4.003161413433032,12.418797110613559
5.0,16.365612706348216,13.851331950000162
