g,still,split
0.0,96.36319219833031,1.0504624923455568
0.001,96.32773567432983,1.1049396389516695
0.002,96.20815383467195,1.2391270040702933
0.003,96.0046650158543,1.4571891695745336
0.004,95.71763702522654,1.756680670695368
0.005,95.34758650867525,2.1370805592859585
0.006,94.89517804856389,2.0963551186256733
0.007,94.3612229934529,2.576493332937501
0.008,93.74667802162323,3.1283808908560946
0.009000000000000001,93.05264344091724,4.207826053018163
0.01,92.28036122789304,4.954104907452653
0.011,91.43121280977743,5.773090801482065
0.012,90.50671659317119,6.663265862235759
0.013000000000000001,89.5085252439289,7.910236320750519
0.014,88.43842272309539,8.96502782596075
0.015,87.29832108422907,10.087403876981169
0.016,86.09025703788757,11.275367958153515
0.017,84.81638828947152,12.5268078090057
0.018000000000000002,83.47898965705413,13.839499138115022
0.019,82.08044897621873,15.211109527353731
0.02,80.62326279933204,16.625603662676937
0.021,79.1100318970519,18.2388565222964
0.022,77.54345657024923,19.78141987038124
0.023,75.9263317808624,21.373022336726578
0.024,74.26154211055386,23.0108539247059
0.025,72.55205655635866,24.692022404573454
0.026000000000000002,70.80092317281084,26.413558431823255
0.027,69.011263570345,28.172420803387766
0.028,67.18626728002415,29.96550184223898
0.029,65.3291859949111,31.789632900703236
0.03,63.44332769863452,33.64158997258562
0.031,61.53205069192258,35.51809940400108
0.032,59.598757528069825,37.415843692629544
0.033,57.64688886849236,39.33146736495193
0.034,55.679917269679294,41.26158292089014
0.035,53.701340912985195,43.20277683516229
0.036000000000000004,51.71467728884376,45.151615604556525
0.037,49.72345684704492,47.1046518302862
0.038,47.73121662484313,49.05843032449433
0.039,45.74149386466442,51.00949422999867
0.04,43.757819633254094,52.95439114232332
0.041,41.78371245408902,54.88967922310086
0.042,39.82267196487501,56.81193329396235
0.043000000000000003,37.87817261191468,58.71775090008503
0.044,35.92348033193174,60.60375833266052
0.045,34.02349097243294,62.51101290700129
0.046,32.15026287447421,64.34887444130246
0.047,30.307104108009632,66.15699630257016
0.048,28.497266971726372,67.7957974863316
0.049,26.723942180369974,69.5352206220725
0.05,24.990253166763228,71.23565004806014
0.051000000000000004,23.299250509076423,72.89406396844105
0.052000000000000005,21.7113303442668,74.50751480985274
0.053,20.112945700741204,76.0731345525102
0.054,18.565878771085693,77.58813991961023
0.055,17.07284933996761,79.04983741522615
0.056,15.636479635139555,80.45562820116734
0.057,14.2592896927829,81.80301280355555
0.058,12.94369290859593,83.08959564020003
0.059000000000000004,11.691991782621248,84.31308936018537
0.06,10.506373865436952,85.4713189874401
0.061,9.388907912971389,86.56222586042865
0.062,8.341540256805434,87.58387136049343
0.063,7.372793405027994,88.53444042178224
0.064,6.470640445217189,89.41224481611371
0.065,5.643666982457622,90.21572620656573
0.066,4.893302933089581,90.94345896401717
0.067,4.22084134936966,91.59415274133302
0.068,3.6274361815110936,92.16665480035198
0.069,3.1141002883967572,92.6599520873109
0.07,1.1256723830074078,93.07317305283007
0.07100000000000001,1.0142321844795283,93.40558921308259
0.07200000000000001,2.070336982622787,93.65661644926453
0.073,1.884208186497896,93.8258160429994
0.074,1.7810718169146824,93.91289544581575
0.075,1.761202350206362,93.91770878135785
0.076,1.8241762411450757,93.84025707950153
0.077,1.9702474438072666,93.6806882420733
0.078,2.1970809489798606,93.43929674038274
0.079,2.5079976938124937,93.11652304530242
0.08,2.9005233158155046,92.71295279114207
0.081,3.3739142332417678,92.22931567507385
0.082,3.9272834883864127,91.66648409438334
0.083,4.559602412647739,91.0254715243098
0.084,5.269702543017817,90.30743063974627
0.085,6.041899302050462,89.51365118455324
0.08600000000000001,6.90234593649941,88.64555759272181
0.08700000000000001,7.836112808962076,87.70470636608688
0.088,8.717951725852728,86.69278321375918
0.089,9.327218938928707,85.6115999588825
0.09,10.917174134348265,84.37800510751897
0.091,12.115617484390556,83.1665597664222
0.092,13.37706609729448,81.89207784462899
0.093,14.699219434977865,80.55683217615649
0.094,16.079671235118717,79.16320284635185
0.095,17.51591388552118,77.71367289768772
0.096,19.00534296282225,76.33695914134272
0.097,20.545261926869255,74.78475288727049
0.098,22.1328869619328,73.18447334474631
0.099,23.765351955774573,71.53895976749472
0.1,25.43971360746704,69.85113121959874
0.101,27.152956654765998,68.12398140627387
0.10200000000000001,29.198698166414694,66.36057337142394
0.10300000000000001,30.997547251549257,64.56403407111405
0.10400000000000001,32.82632815594131,62.73754883234082
0.105,34.6817729700882,60.88435570670276
0.106,36.53082885266411,59.007739728779654
0.107,38.428547325235556,57.111027089229225
0.108,40.342927631204454,55.1975792327935
0.109,42.27056384017773,53.27078689156184
0.11,44.20802803559171,51.334064063999165
0.111,46.15187637564821,49.390841950369875
0.112,48.09865517765245,47.44456285530635
0.113,50.04490701505714,45.49867406837052
0.114,51.987176816528994,43.55662173352554
0.115,53.92201795635114,41.621844718505464
0.116,55.8459983255355,39.6977684950942
0.117,57.86179943455676,37.78779904136193
0.11800000000000001,59.757913505075955,35.89531677688146
0.11900000000000001,61.633013744747245,34.023670541947745
0.12,63.483780218182375,32.17617163175751
0.121,65.30693769252383,30.356087896451623
0.122,67.0992614315435,28.56663791782666
0.123,68.85758289568787,26.810985273410072
0.124,70.57879533784643,25.092232898462473
0.125,72.25985928482265,23.345832771027723
0.126,73.8978078947166,21.714767001537215
0.127,75.48975218066404,20.129227031901436
0.128,77.03288609164399,18.592029156263205
0.129,78.52449144134366,17.062348252409883
0.13,79.96194267636825,15.629921724045296
0.131,81.34271147539346,14.253796195331525
0.132,82.66437117119082,12.936413473701192
0.133,83.92460098780184,11.680109404444957
0.134,85.06499361132539,10.236583668316642
0.135,86.19126272234702,9.11798842552762
0.136,87.24962049266445,8.06706415458696
0.137,88.23821380928044,6.480733803975844
0.138,89.15531488013778,5.610934498554916
0.139,89.99932425142524,4.812060236500133
0.14,90.76877358990694,4.085223387484322
0.14100000000000001,91.46232822519998,4.111074792005449
0.14200000000000002,92.07878944738512,3.489656846410135
0.14300000000000002,92.61709655581252,2.946008653428127
0.14400000000000002,93.07632865544122,2.4869909234626975
0.145,93.45570619754577,2.1013964260243636
0.146,93.75459226211632,1.7960095561657323
0.147,93.97249357978592,1.5713569573309094
0.148,94.10906129162326,1.4427524448540467
0.149,94.16409144564103,1.3803349404649035
