g,still,split
0.0,96.36319219833031,1.0504624923455568
0.01,92.28036122789304,4.954104907452653
0.02,80.62326279933204,16.625603662676937
0.03,63.44332769863452,33.64158997258562
0.04,43.757819633254094,52.95439114232332
0.05,24.990253166763228,71.23565004806014
0.06,10.506373865436952,85.4713189874401
0.07,1.1256723830074078,93.07317305283007
0.08,2.9005233158155046,92.71295279114207
0.09,10.917174134348265,84.37800510751897
0.1,25.43971360746704,69.85113121959874
0.11,44.20802803559171,51.334064063999165
0.12,63.483780218182375,32.17617163175751
0.13,79.96194267636825,15.629921724045296
0.14,90.76877358990694,4.085223387484322
0.15,94.13752522939072,1.2283080918155842
0.16,89.42904952885571,5.971238487151402
0.17,77.82919909448782,17.75958506866157
0.18,60.89917967284065,34.64411241509194
0.19,41.79969349336194,53.53402687663992
0.2,23.85159021918686,71.42209039048
0.21,8.600179903440194,85.07403407445355
0.22,2.9633608694058333,92.5032233906351
0.23,3.5068949308565007,91.78566196200595
0.24,11.817873570007977,83.22907178794864
0.25,26.31166369556514,68.77813665756588
0.26,44.36868226335694,50.63801258369388
0.27,62.960363345892944,31.7864131622465
0.28,78.49931971868757,15.948463436408113
0.29,89.18761312469047,5.683014129424097
0.3,92.28516359072229,2.2638693747339533
0.31,87.67537423604482,6.775324615551079
0.32,76.2336739217152,18.044614309954852
0.33,59.7685447473278,34.21862915759556
0.34,40.89079028377701,52.720474919232764
0.35000000000000003,23.569746074739363,69.71608238849022
0.36,10.745273138596401,82.78801923756805
0.37,3.9000344456027713,89.40927399824841
0.38,4.605800515822651,88.51605613100921
0.39,12.500640093526078,80.29266497822064
0.4,26.248926509531103,66.12993806586321
0.41000000000000003,42.95887318774581,48.680518622881344
0.42,60.847679905365496,31.00693109555937
0.43,75.5789373221741,15.920659398141312
0.44,85.28442774690829,6.132664405120368
0.45,87.9392172798191,3.206325254214964
0.46,83.18680263405341,7.6012658679947664
0.47000000000000003,72.03372238970553,18.458181258837996
0.48,56.41560060426841,33.81511949062697
0.49,39.22981052622975,50.824562447491964
0.5,23.575238143666994,66.4648583033976
0.51,11.699546851388572,78.04088316581853
0.52,5.735809260057933,83.62169398882989
0.53,6.083421011101935,82.24412534885931
0.54,9.839685235888295,74.54653474983914
0.55,26.53238655321012,61.38306186863364
0.56,42.98196679113582,45.275316593856616
0.5700000000000001,59.03525217753271,29.227732745786096
0.58,72.10607599200158,15.803227765437441
0.59,80.39588178087487,5.648025135139561
0.6,81.93957316580331,5.009883218071014
0.61,77.27603127989778,9.214145317851155
0.62,67.66324256847331,18.986005531481975
0.63,53.811676894939765,32.50451232293442
0.64,38.5813450800504,47.1258313324817
0.65,24.677476543876423,60.498552031001495
0.66,14.497943236259033,70.19299298720583
0.67,9.596085297277392,75.0609967118954
0.68,10.73794255319105,73.57624555675774
0.6900000000000001,17.585973183073488,66.52981402166967
0.7000000000000001,28.79254588776796,55.03544551944537
0.71,42.35703812597111,41.18329795515472
0.72,55.786003887330814,26.955462073471598
0.73,66.17460904522139,15.499803358555267
0.74,72.82707207445479,8.808612681421579
0.75,75.42943244631735,6.827562910245547
0.76,71.86103273484241,7.170458653629673
0.77,63.33084940800462,14.947724104279384
0.78,51.54943216085668,29.22501706364879
0.79,34.3727922136063,41.828821486588716
0.8,27.28244718744723,52.99192831102568
0.81,18.757159980245277,61.29950328903148
0.8200000000000001,14.473901332095485,65.06945304051787
0.8300000000000001,15.311947380224037,63.844177689681544
0.84,20.747916348421132,57.98990841480883
0.85,29.843900775108512,48.51089249841549
0.86,29.468019167881167,37.10017473375234
0.87,50.465663324676605,25.903364681474017
0.88,61.489150247813605,16.302990909023187
0.89,67.35345690774672,10.102100702094294
0.9,68.9726646300052,8.281462852776086
0.91,65.85455115807734,10.781210203162367
0.92,50.50095682072855,17.078890794581564
0.93,49.20105585779086,25.93861609288834
0.9400000000000001,39.58472629980952,35.72238475014471
0.9500000000000001,30.030351761596297,44.70108192911961
0.96,20.88649960565478,51.06093462443266
0.97,19.41500749931716,54.05538556952344
0.98,19.842858784299775,53.103208447799
0.99,24.14084861072017,48.8510580507336
1.0,31.304696623675248,41.365881869609815
1.01,40.08259580303167,32.33152857557473
1.02,48.918907440631216,23.280329142924803
1.03,56.29967437954206,15.670933140388396
1.04,60.890204302227026,8.668827631096203
1.05,49.60563269242989,8.70826892135374
1.06,59.84815990731167,10.750963179454283
1.07,54.955343783672305,15.555667550015489
1.08,47.835025813692624,22.071012955651888
1.09,39.79403303797891,28.277439930932314
1.1,26.86020044965403,35.97134148098995
1.11,27.413851315582594,41.18723720359543
1.12,24.74932202062633,43.415477820409485
1.1300000000000001,24.9732533364526,42.78459926218236
1.1400000000000001,28.347942010232956,39.25170555642352
1.1500000000000001,33.761145171981234,33.55618921911423
1.16,40.0946175788614,26.706948441182092
1.17,46.65388467600365,17.597590146333868
1.18,37.07143698990526,13.598244821877254
1.19,55.63128591466835,10.512748235782608
1.2,56.75323413494653,9.133446127252437
1.21,55.19784764511713,10.231343939799666
1.22,51.337124552896874,13.470246358412345
1.23,28.73256053333863,18.070414491933988
1.24,40.40880844980094,23.15080864302942
1.25,35.58146123212038,27.869828329353012
1.26,31.71531940654986,31.215646608357922
1.27,29.19030864256651,32.7383713127121
1.28,29.865156701294936,32.11247473395668
1.29,31.938828316010298,28.834103907224655
1.3,34.361580150360886,24.79274001404165
1.31,39.57454385324084,20.890383488874622
1.32,44.33349722623017,16.324584397031632
1.33,48.05009898630871,12.356619467055717
1.34,50.2138310133769,9.601710044744598
1.35,50.85403952244912,8.529842022469635
1.36,33.68880859738738,9.07200200436681
1.37,47.1340654452157,11.010411691184425
1.3800000000000001,43.84134475797282,13.869275943189969
1.3900000000000001,40.2058656603064,17.083509253425376
1.4000000000000001,36.12270238119442,19.90016186368752
1.41,33.78468252300302,21.422593825300474
1.42,32.365382129959634,22.191896587142306
1.43,32.25167961594259,22.484579108757735
1.44,33.356704349164794,21.185863549424724
1.45,35.482316466416314,18.64586692352523
1.46,38.11231641304395,15.514436501686058
1.47,40.86778453970382,12.514444236348886
1.48,42.102290683534754,9.728355188916769
1.49,40.30283067417282,6.744781197912884
1.5,44.29968789441439,6.292219912949533
1.51,43.56856223943539,5.112857935364452
1.52,41.97653018820258,5.877351299516674
1.53,39.24107485501121,5.916839984170688
1.54,37.094901712911636,11.080338271501637
1.55,34.581166830023136,13.58352417274554
1.56,32.81110362995582,14.790125829913537
1.57,31.83041433498731,15.293649194308356
1.58,31.517203760637553,15.01696827886652
1.59,31.937942102320655,13.927934567219399
1.6,32.78667371892629,12.40420393262974
1.61,33.85019997360302,9.452238126145236
1.62,34.95501790101617,7.565800891305839
1.6300000000000001,35.74314484708253,7.198752945824213
1.6400000000000001,36.36447901992326,6.07707438323655
1.6500000000000001,36.4783193334485,5.50941564322744
1.6600000000000001,35.18028585411875,5.498219665185351
1.67,34.17407837930237,5.9597458277907
1.68,32.650375006625666,6.738492248734159
1.69,30.679054705925964,21.31098038042112
1.7,29.408565196979776,22.696122564264478
1.71,28.32965945467588,23.708357735826148
1.72,27.499587703552898,24.28009169959539
1.73,27.105487099911468,8.81416292975682
1.74,26.874409024471486,7.6440482947432535
1.75,26.764688944343174,6.592292146228792
1.76,26.478312782294537,6.254635728701091
1.77,26.802967912028937,24.294783179652544
1.78,27.317080132853143,24.001106465803144
1.79,27.74893027287087,23.470301759392832
1.8,27.048252746952556,23.093286643731485
1.81,26.0461353931259,23.29145038468493
1.82,24.707512751777593,23.69660592417066
1.83,23.657374186012035,26.563151008012696
1.84,22.645441300687537,27.598147385229066
1.85,66.2052838793038,26.323002253426125
1.86,65.70817535160458,28.394766534689364
1.87,20.225747839330975,28.88217625124009
1.8800000000000001,29.17792163632487,29.17792163632487
1.8900000000000001,18.573242641192085,29.22462185375932
1.9000000000000001,18.304191272633723,31.44621940349638
1.9100000000000001,18.04226906483654,31.410134356836338
1.92,26.68808596098755,30.112627512266567
1.93,27.397159442389587,32.112432546891576
1.94,62.81583669287368,32.37446402766657
1.95,17.01625294858025,32.775517456013404
1.96,16.08895264936802,31.139792137953194
1.97,31.802021905992365,31.852588482130596
1.98,31.538969058478944,34.35623611491304
1.99,32.42839266050011,35.35861385288455
2.0,36.009161712398104,36.06604680386982
2.0100000000000002,33.57799108835123,36.708769610897576
2.02,34.17525537670532,37.31999786069888
2.0300000000000002,32.498434880953894,3.038331470687632
2.04,33.18043197632402,2.8277582248111583
2.05,35.55044661611994,38.14026353468144
2.06,36.35408311531717,38.771780946642565
2.07,39.04975063928758,39.07084776287899
2.08,38.57660539462843,39.51180566144451
2.09,39.13922622672205,40.045731777649465
2.1,39.458596816634675,40.54930645370634
2.11,39.828210381415,41.08721159620545
2.12,39.892830512677165,41.23378400179522
2.13,40.70810271314206,41.44048825611185
2.14,41.02455514631858,41.78265126113038
2.15,41.22514691757975,42.31566732110974
2.16,41.54377945667628,42.957922495733854
2.17,42.1702551222319,42.1702551222319
2.18,42.54649731511325,43.400974721535455
2.19,42.786764847252904,44.051230512392245
2.2,42.77953358459126,44.0231036835611
2.21,43.16023886441352,44.074879224731234
2.22,43.29671799801936,43.65410455111288
2.23,43.68480918772511,44.13032045342002
2.24,44.703974005128124,45.268362533274384
2.25,44.55821067696441,45.67126826390785
2.2600000000000002,44.8208773940146,45.604360815779174
2.27,44.759724969443944,45.29112034506681
2.2800000000000002,45.12076442423642,45.1243848376238
2.29,45.05326616169187,45.54156722905546
2.3000000000000003,45.77457850094305,45.7841116940582
2.31,46.15707987000613,46.17240755348991
2.32,46.51542752142135,46.53660766139732
2.33,46.69949701673175,47.01479613471428
2.34,46.64761703640575,46.93112021149231
2.35,46.82164196295392,46.847041072864755
2.36,46.69840018784336,46.7343540495917
2.37,46.68087234109612,46.70401192890854
2.38,46.79278948217539,46.886363665639614
2.39,47.02092437268225,47.20981716537596
2.4,47.54359266664056,47.60012887467291
2.41,47.83266426624845,47.91362377977509
2.42,47.930423511712874,48.02989136409848
2.43,47.84722413248745,47.916370981612985
2.44,47.637324547831895,47.78814935400827
2.45,47.57680615783072,47.61504311488922
2.46,47.58551274240297,47.63188641147014
2.47,47.79075452283532,48.29166978761986
2.48,48.03938600771167,48.126771496527674
2.49,48.21015183077256,48.316385301594984
2.5,48.22095233107827,48.68863498032404
2.5100000000000002,48.43570353707346,48.513704746347834
2.52,48.4011393414505,48.417251994614944
2.5300000000000002,48.50281623318108,48.506864673143404
2.54,48.77716770249731,48.83247730777711
2.5500000000000003,49.187412687409335,50.02308263590876
2.56,49.56763755286418,50.47171466200101
2.57,50.35076915621799,50.76105269102077
2.58,50.22488081786371,50.75763175608709
2.59,50.217886954578205,50.90994348200889
2.6,49.88519251598472,50.01603070147449
2.61,49.63829125280726,50.76769158540344
2.62,49.624347787913436,50.891951737678035
2.63,49.27534441106,51.13675801768126
2.64,50.93160879541963,51.517364845480806
2.65,51.2634183327804,51.728713553649676
2.66,51.227485449476404,52.05952115835445
2.67,51.05783434064776,52.647657645366074
2.68,50.89889768082296,52.78316520571157
2.69,50.993754888242734,53.19916409149563
2.7,51.342880214966925,53.888281933700064
2.71,53.85500402283451,54.11498490660468
2.72,54.437106115974785,54.455202391908905
2.73,53.59540473312834,54.42233000392084
2.74,52.84432971013098,54.14286221238675
2.75,52.01749399728165,54.146120611854556
2.7600000000000002,51.301973478128915,53.95162509088366
2.77,50.62377120665469,53.89027443999627
2.7800000000000002,49.80477228715622,49.92981610335026
2.79,53.749513775670856,53.91389923106066
2.8000000000000003,52.61046904815583,53.866870840204605
